comet, 1,1, 12,12, 2,2, 6,6, 4,4, 46,46, 53,53
copcarla, 0,1
copcarsf, 0,1
copcarvg, 0,1
copcarru, 0,1
cropdust, 17,39, 15,123, 32,112, 45,88, 52,71, 57,67, 61,96, 96,96
dft30, 1,1
dinghy, 56,15, 56,53
dodo, 51,1, 58,8, 60,1, 68,8, 2,1, 13,8, 22,1, 36,8
dozer, 1,1
dumper, 1,1
duneride, 91,38, 115,43, 85,6, 79,7, 78,8, 77,18, 79,18, 86,24
elegant, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
elegy, 36,1, 35,1, 17,1, 11,1, 116,1, 113,1, 101,1, 92,1
emperor, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
enforcer, 0,1
esperant, 45,75, 47,76, 33,75, 13,76, 54,75, 69,76, 59,75, 87,76
euros, 36,1, 40,1, 43,1, 53,1, 72,1, 75,1, 95,1, 101,1
faggio, 12,12, 13,13, 14,14, 1,2, 2,1, 1,3, 3,1, 10,10
fbiranch, 0,0
fcr900, 74,74, 75,13, 87,118, 92,3, 115,118, 25,118, 36,0, 118,118
feltzer, 58,1, 69,1, 75,77, 18,1, 32,1, 45,45, 13,1, 34,1
firela, 3,1
firetruk, 3,1
flash, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
flatbed, 84,15, 84,58, 84,31, 32,74, 43,31, 1,31, 77,31, 32,74
forklift, 110,1, 111,1, 112,1, 114,1, 119,1, 122,1, 4,1, 13,1
fortune, 84,15, 84,58, 84,31, 32,74, 43,31, 1,31, 77,31, 32,74
freeway, 79,79, 84,84, 7,7, 11,11, 19,19, 22,22, 36,36, 53,53
freight, 1,1
glendale, 67,76, 68,76, 78,76, 2,76, 16,76, 18,76, 25,76, 45,88
glenshit, 67,76, 68,76, 78,76, 2,76, 16,76, 18,76, 25,76, 45,88
greenwoo, 30,26, 77,26, 81,27, 24,55, 28,56, 49,59, 52,69, 71,107
hermes, 2,2, 16,16, 17,17, 21,21, 32,32, 38,38, 43,43, 60,60
hotdog, 1,1
hotknife, 1,1, 12,12, 2,2, 6,6, 4,4, 46,46, 53,53
hotrina, 7,94, 36,88, 51,75, 53,75 ,58,67, 75,67, 75,61, 79,62
hotrinb, 83,66, 87,74, 87,75, 98,83, 101,100, 103,101, 117,116, 123,36
hotring, 36,117, 36,13, 42,30, 42,33, 54,36, 75,79, 92,101, 98,109
hunter, 43,0
huntley, 2,2, 16,16, 17,17, 21,21, 32,32, 38,38, 43,43, 60,60
hustler, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
infernus, 2,2, 11,11, 12,12, 35,35, 36,36, 6,6
intruder, 62,37, 78,38, 2,62, 3,87, 2,78, 113,78, 119,62, 7,78
jester, 51,1, 58,8, 60,1, 68,8, 2,1, 13,8, 22,1, 36,8
jetmax, 36,13, 6,117
journey, 1,1
kart, 2,35, 36,2, 51,53, 91,2, 11,22, 40,35
landstal, 11,73, 18,74, 47,75, 41,76, 64,73, 52,74, 56,75, 32,76
launch, 112,20
linerun, 13,76, 24,77, 63,78, 42,76, 54,77, 39,78, 11,76, 62,77
quad, 79,65
majestic, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
mtbike, 43,43, 46,46, 39,39, 28,28, 16,16, 6,6, 5,5, 2,2
manana, 58,1, 69,1, 75,77, 18,1, 32,1, 45,45, 13,1, 34,1
marquis, 12,35, 50,32, 40,26, 66,36, 1,0
maverick, 26,14, 29,42, 26,57, 54,29, 26,3, 3,29, 12,39, 74,35
merit, 67,1, 72,1, 75,1, 83,1, 91,1, 101,1, 109,1, 20,1
mesa, 30,65, 48,65, 64,68, 64,71, 11,73, 60,68, 74,64
monster, 32,36, 32,42, 32,53, 32,66, 32,14, 32,32
monstera, 1,1
monsterb, 1,1
moonbeam, 43,43, 48,48, 54,54, 61,61, 64,64, 9,9, 13,13, 32,32
mower, 94,1, 101,1, 116,1, 117,1, 4,1, 25,1, 30,1, 37,1
mrwhoop, 1,16, 1,56, 1,17, 1,53, 1,5, 1,35
mule, 25,1, 28,1, 43,1, 67,1, 72,1, 9,1, 95,1, 24,1
nebula, 116,1, 119,1, 122,1, 4,1, 9,1, 24,1, 27,1, 36,1
nevada, 74,76, 93,77, 76,78, 15,76, 31,77, 43,78, 48,76
newsvan, 43,0
nrg500, 3,3, 3,8, 6,25, 7,79, 8,82, 36,105, 39,106, 51,118
oceanic, 51,1, 58,8, 60,1, 68,8, 2,1, 13,8, 22,1, 36,8
packer, 74,76, 93,77, 76,78, 15,76, 31,77, 43,78, 48,76
patriot, 43,0
pcj600, 13,13, 22,22, 35,35, 38,38, 2,2, 3,3, 48,48, 51,51
peren, 113,39, 119,50, 123,92, 109,100, 101,101, 95,105, 83,110, 66,25
petro, 10,1, 25,1, 28,1, 36,1, 40,1, 54,1, 75,1, 113,1
petrotr, 1,1
phoenix, 58,1, 69,1, 75,77, 18,1, 32,1, 45,45, 13,1, 34,1
picador, 81,8, 32,8, 43,8, 67,8, 11,11, 8,90, 2,2, 83,13
pizzaboy,3,6
polmav, 0,1
pony, 87,1, 88,1, 91,1, 105,1, 109,1, 119,1, 4,1, 25,1
predator, 46,26
premier, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
previon, 13,13, 22,22, 35,35, 38,38, 2,2, 3,3, 48,48, 51,51
primo, 122,1, 123,1, 125,1, 10,1, 24,1, 37,1, 55,1, 66,1
raindanc, 1,6
rancher, 32,3, 32,42, 32,53, 32,66, 32,14, 32,32
rcbandit, 2,96, 79,42, 82,54, 67,86, 126,96, 70,96, 110,54, 67,98
rcbaron, 14,75
rcraider, 14,75
rcgoblin, 14,75
rdtrain, 17,27, 28,38, 38,47, 46,57, 41,27, 57,48, 67,58, 64,37
reefer, 56,56
regina, 27,36, 59,36, 60,35, 55,41, 54,31, 49,23, 45,32, 40,29
remingtn, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
rhino, 43,0
rnchlure, 32,3, 32,42, 32,53, 32,66, 32,14, 32,32
romero, 0,0, 11,105, 25,109, 36,0, 40,36, 75,36, 0,36, 0,109
rumpo, 34,34, 32,32, 20,20, 110,110, 66,66, 84,84, 118,118, 121,121
rustler, 6,7, 7,6, 1,6, 89,91, 119,117, 103,102, 77,87, 71,77
sabre, 2,39, 9,39, 17,1, 21,1, 33,0, 37,0, 41,29, 56,29
sadler, 5,8, 32,8, 43,8, 67,8, 11,11, 8,90, 2,2, 83,13
sadlshit, 5,8, 32,8, 43,8, 67,8, 11,11, 8,90, 2,2, 83,13
sanchez, 6,6, 46,46, 53,53, 3,3
sandking, 15,78, 49,78, 69,78, 45,78, 51,78, 66,78, 56,78, 12,78
savanna, 97,96, 88,64, 90,96, 93,64, 97,96, 99,81, 102,114, 114,1
seaspar, 75,2
securica, 11,4
sentinel, 30,0, 2,0, 36,0, 8,0, 10,0, 11,0, 14,0, 49,0
shamal, 1,1
streak, 1,1
streakc, 1,1
skimmer, 1,3, 1,9, 1,18, 1,30, 17,23, 46,23, 46,32, 57,34
slamvan, 3,1, 28,1, 31,1, 55,1, 66,1 97,1, 123,1, 118,1
solair, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
sparrow, 1,3
speeder, 1,3, 1,5, 1,16, 1,22, 1,35, 1,44, 1,53, 1,57
stafford, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
stallion, 57,8, 8,17, 43,21, 54,38, 67,8, 37,78, 65,79, 25,78
stratum, 57,8, 8,17, 43,21, 54,38, 67,8, 37,78, 65,79, 25,78
stretch, 1,1
stunt, 6,117, 7,6, 1,6, 89,91, 119,117, 103,102, 77,87, 71,77
sultan, 52,39, 9,39, 17,1, 21,1, 33,0, 37,0, 41,29, 56,29
sunrise, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
supergt, 5,5, 6,6, 10,10, 35,35, 33,33, 8,8, 2,2, 3,3
swatvan, 1,1
sweeper, 26,26
tahoma, 30,0, 2,0, 36,0, 8,0, 10,0, 11,0, 14,0, 49,0
tampa, 57,8, 8,17, 43,21, 54,38, 67,8, 37,78, 65,79, 25,78
taxi, 6,1
topfun, 43,0
tornado, 30,0, 2,0, 36,0, 8,0, 10,0, 11,0, 14,0, 49,0
towtruck, 1,1, 17,20, 18,20, 22,30, 36,43, 44,51, 52,54
tractor, 2,35, 36,2, 51,53, 91,2, 11,22, 40,35
tram, 1,74
trash, 1,75
tropic, 26,26
tug, 1,1
tugstair, 1,1
turismo, 0,1, 70,1, 71,1, 72,1, 73,1
uranus, 112,1, 116,1, 117,1, 24,1, 30,1, 35,1, 36,1, 40,1
utility, 56,56, 49,49, 26,124
vcnmav, 2,26, 2,29
vincent, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
virgo, 40,65, 71,72, 52,66, 64,72, 30,72, 60,72
voodoo, 2,2, 16,16, 17,17, 21,21, 32,32, 38,38, 43,43, 60,60
vortex, 3,3, 6,6, 7,7, 52,52, 76,76
walton, 72,72, 93,93, 4,4, 11,11, 42,42, 51,51, 60,60, 64,64
washing, 4,1, 13,1, 25,1, 30,1, 36,1, 40,1, 75,1, 95,1
wayfarer, 119,1, 122,1, 8,1, 10,1, 13,1, 25,1, 27,1, 32,1
willard, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
windsor, 51,1, 58,1, 60,1, 68,1, 2,1, 13,1, 22,1, 36,1
yankee, 28,72, 36,73, 48,74, 59,72, 67,73, 34,74, 13,72, 18,73
yosemite, 53,32, 15,32, 45,32, 34,30, 65,32, 14,32, 12,32, 43,32
zr350, 28,72, 36,73, 48,74, 59,72, 67,73, 34,74, 13,72, 18,73


end

car4
camper, 0,13,1,0, 2,6,0,0, 19,2,1,0, 3,6,1,0 
cement, 1,2,6,0
squalo, 0,0,0,1, 1,5,1,1, 3,3,0,1, 1,22,1,1, 1,35,1,1, 1,44,1,1, 1,53,1,1, 1,57,1,1
end
